,prop_vac,NAME,estimate,numb_biz,n_vac
1730,0,"Census Tract 232, Kings County, New York",17588,39,NA
1731,0,"Census Tract 476, Kings County, New York",15591,28,NA
1732,0,"Census Tract 234, Kings County, New York",17993,24,NA
1733,0.03571428571,"Census Tract 476, Kings County, New York",15591,28,1
1734,0,"Census Tract 474, Kings County, New York",26964,20,NA
1735,0,"Census Tract 236, Kings County, New York",14059,24,NA
1736,0,"Census Tract 464, Kings County, New York",25625,3,NA
1737,0,"Census Tract 462.02, Kings County, New York",21518,7,NA
1738,0,"Census Tract 472, Kings County, New York",26272,4,NA
1739,0,"Census Tract 238, Kings County, New York",17239,11,NA
1740,0,"Census Tract 240, Kings County, New York",18929,6,NA
1741,0,"Census Tract 468, Kings County, New York",27996,1,NA
1742,0,"Census Tract 470, Kings County, New York",24000,2,NA
1743,0,"Census Tract 246, Kings County, New York",26729,2,NA
1744,0,"Census Tract 242, Kings County, New York",24199,8,NA
1745,0,"Census Tract 244, Kings County, New York",22181,10,NA
1746,0,"Census Tract 250, Kings County, New York",17917,18,NA
1747,0.1666666667,"Census Tract 250, Kings County, New York",17917,18,3
1748,0,"Census Tract 248, Kings County, New York",25292,35,NA
1749,0.02857142857,"Census Tract 248, Kings County, New York",25292,35,1
1750,0,"Census Tract 254, Kings County, New York",19764,12,NA
1751,0,"Census Tract 252, Kings County, New York",21792,35,NA
1752,0.1142857143,"Census Tract 252, Kings County, New York",21792,35,4
1753,0,"Census Tract 256, Kings County, New York",19302,17,NA
1754,0.05882352941,"Census Tract 256, Kings County, New York",19302,17,1
1755,0,"Census Tract 260, Kings County, New York",23149,21,NA
1756,0,"Census Tract 262, Kings County, New York",20231,4,NA
1757,0,"Census Tract 258, Kings County, New York",18385,18,NA
1758,0.1111111111,"Census Tract 258, Kings County, New York",18385,18,2
1759,0,"Census Tract 224, Kings County, New York",18002,10,NA
1760,0.2105263158,"Census Tract 112, Kings County, New York",15426,19,4
1761,0,"Census Tract 112, Kings County, New York",15426,19,NA
1762,0.05128205128,"Census Tract 232, Kings County, New York",17588,39,2
1763,0,"Census Tract 222, Kings County, New York",22074,34,NA
1764,0.1176470588,"Census Tract 222, Kings County, New York",22074,34,4
1765,0,"Census Tract 114, Kings County, New York",19005,13,NA
1766,0.04651162791,"Census Tract 220, Kings County, New York",14235,43,2
1767,0,"Census Tract 220, Kings County, New York",14235,43,NA
1768,0,"Census Tract 218, Kings County, New York",14839,19,NA
1769,0.1052631579,"Census Tract 218, Kings County, New York",14839,19,2
1770,0,"Census Tract 116, Kings County, New York",17177,15,NA
1771,0,"Census Tract 216, Kings County, New York",19647,6,NA
1772,0.5,"Census Tract 240, Kings County, New York",18929,6,3
1773,0.3333333333,"Census Tract 116, Kings County, New York",17177,15,5
1774,0.3333333333,"Census Tract 216, Kings County, New York",19647,6,2
1775,0,"Census Tract 192, Kings County, New York",20931,20,NA
1776,0,"Census Tract 214, Kings County, New York",22258,13,NA
1777,0.25,"Census Tract 242, Kings County, New York",24199,8,2
1778,0,"Census Tract 118, Kings County, New York",17525,46,NA
1779,0.07692307692,"Census Tract 214, Kings County, New York",22258,13,1
1780,0.1,"Census Tract 192, Kings County, New York",20931,20,2
1781,0,"Census Tract 120, Kings County, New York",19671,58,NA
1782,0.06896551724,"Census Tract 120, Kings County, New York",19671,58,4
1783,0,"Census Tract 212, Kings County, New York",17027,22,NA
1784,0.09090909091,"Census Tract 212, Kings County, New York",17027,22,2
1785,0.05263157895,"Census Tract 194, Kings County, New York",19804,19,1
1786,0,"Census Tract 194, Kings County, New York",19804,19,NA
1787,0,"Census Tract 190, Kings County, New York",22253,25,NA
1788,0.12,"Census Tract 190, Kings County, New York",22253,25,3
1789,0,"Census Tract 210, Kings County, New York",19105,15,NA
1790,0,"Census Tract 128.01, Kings County, New York",18574,4,NA
1791,0,"Census Tract 196, Kings County, New York",19095,24,NA
1792,0.1333333333,"Census Tract 210, Kings County, New York",19105,15,2
1793,0.125,"Census Tract 196, Kings County, New York",19095,24,3
1794,0,"Census Tract 72, Kings County, New York",17933,3,NA
1795,0.3333333333,"Census Tract 72, Kings County, New York",17933,3,1
1796,0,"Census Tract 122, Kings County, New York",15250,28,NA
1797,0.1071428571,"Census Tract 122, Kings County, New York",15250,28,3
1798,0.0652173913,"Census Tract 118, Kings County, New York",17525,46,3
1799,0,"Census Tract 70, Kings County, New York",35132,6,NA
1800,0,"Census Tract 126, Kings County, New York",20896,13,NA
1801,0.1666666667,"Census Tract 70, Kings County, New York",35132,6,1
1802,0,"Census Tract 68, Kings County, New York",23744,37,NA
1803,0.07692307692,"Census Tract 126, Kings County, New York",20896,13,1
1804,0,"Census Tract 34, Kings County, New York",43345,11,NA
1805,0.3636363636,"Census Tract 34, Kings County, New York",43345,11,4
1806,0,"Census Tract 30, Kings County, New York",45682,4,NA
1807,0.5,"Census Tract 30, Kings County, New York",45682,4,2
1808,0.1621621622,"Census Tract 68, Kings County, New York",23744,37,6
1809,0,"Census Tract 36, Kings County, New York",42031,2,NA
1810,0.1136363636,"Census Tract 130, Kings County, New York",27465,44,5
1811,0,"Census Tract 130, Kings County, New York",27465,44,NA
1812,0.25,"Census Tract 128.01, Kings County, New York",18574,4,1
1813,0,"Census Tract 134, Kings County, New York",41932,21,NA
1814,0,"Census Tract 132, Kings County, New York",23750,12,NA
1815,0,"Census Tract 208, Kings County, New York",19202,3,NA
1816,0.08333333333,"Census Tract 132, Kings County, New York",23750,12,1
1817,0,"Census Tract 206, Kings County, New York",38936,9,NA
1818,0.1111111111,"Census Tract 206, Kings County, New York",38936,9,1
1819,0.1428571429,"Census Tract 66, Kings County, New York",36024,42,6
1820,0,"Census Tract 66, Kings County, New York",36024,42,NA
1821,0.1428571429,"Census Tract 134, Kings County, New York",41932,21,3
1822,0,"Census Tract 64, Kings County, New York",37813,28,NA
1823,0,"Census Tract 136, Kings County, New York",37786,37,NA
1824,0.1621621622,"Census Tract 136, Kings County, New York",37786,37,6
1825,0.07142857143,"Census Tract 64, Kings County, New York",37813,28,2
1826,0,"Census Tract 142, Kings County, New York",28481,22,NA
1827,0,"Census Tract 140, Kings County, New York",37917,10,NA
1828,0.1,"Census Tract 140, Kings County, New York",37917,10,1
1829,0,"Census Tract 138, Kings County, New York",30357,49,NA
1830,0.1020408163,"Census Tract 138, Kings County, New York",30357,49,5
1831,0,"Census Tract 46, Kings County, New York",58906,4,NA
1832,0.25,"Census Tract 46, Kings County, New York",58906,4,1
1833,0,"Census Tract 62, Kings County, New York",34031,31,NA
1834,0.06451612903,"Census Tract 62, Kings County, New York",34031,31,2
1835,0.2727272727,"Census Tract 142, Kings County, New York",28481,22,6
1836,0,"Census Tract 60, Kings County, New York",32008,42,NA
1837,0,"Census Tract 160, Kings County, New York",37088,67,NA
1838,0.1492537313,"Census Tract 160, Kings County, New York",37088,67,10
1839,0,"Census Tract 152, Kings County, New York",36225,3,NA
1840,0.02380952381,"Census Tract 60, Kings County, New York",32008,42,1
1841,0,"Census Tract 58, Kings County, New York",31310,52,NA
1842,0.07692307692,"Census Tract 58, Kings County, New York",31310,52,4
1843,0.2727272727,"Census Tract 54, Kings County, New York",47829,11,3
1844,0,"Census Tract 54, Kings County, New York",47829,11,NA
1845,0,"Census Tract 162, Kings County, New York",46548,7,NA
1846,0,"Census Tract 56.01, Kings County, New York",50272,11,NA
1847,0,"Census Tract 56.02, Kings County, New York",46389,13,NA
1848,0.1538461538,"Census Tract 56.02, Kings County, New York",46389,13,2
1849,0.1428571429,"Census Tract 162, Kings County, New York",46548,7,1
1850,0.09523809524,"Census Tract 260, Kings County, New York",23149,21,2
1851,0,"Census Tract 264, Kings County, New York",22522,25,NA
1852,0,"Census Tract 266, Kings County, New York",23946,23,NA
1853,0.08695652174,"Census Tract 266, Kings County, New York",23946,23,2
1854,0.1428571429,"Census Tract 200, Kings County, New York",21833,21,3
1855,0,"Census Tract 200, Kings County, New York",21833,21,NA
1856,0,"Census Tract 188, Kings County, New York",30410,6,NA
1857,0.2857142857,"Census Tract 268, Kings County, New York",22881,14,4
1858,0,"Census Tract 268, Kings County, New York",22881,14,NA
1859,0,"Census Tract 198, Kings County, New York",31897,16,NA
1860,0.1666666667,"Census Tract 188, Kings County, New York",30410,6,1
1861,0.08,"Census Tract 264, Kings County, New York",22522,25,2
1862,0,"Census Tract 274, Kings County, New York",22500,12,NA
1863,0.1666666667,"Census Tract 274, Kings County, New York",22500,12,2
1864,0.0625,"Census Tract 198, Kings County, New York",31897,16,1
1865,0,"Census Tract 182, Kings County, New York",20232,7,NA
1866,0,"Census Tract 276, Kings County, New York",23122,34,NA
1867,0.05882352941,"Census Tract 276, Kings County, New York",23122,34,2
1868,0,"Census Tract 270, Kings County, New York",26146,3,NA
1869,0,"Census Tract 186, Kings County, New York",28424,1,NA
1870,0,"Census Tract 272, Kings County, New York",20319,7,NA
1871,0,"Census Tract 148, Kings County, New York",30598,10,NA
1872,0,"Census Tract 184, Kings County, New York",31354,1,NA
1873,0,"Census Tract 278, Kings County, New York",26042,37,NA
1874,0.0303030303,"Census Tract 290, Kings County, New York",27388,33,1
1875,0,"Census Tract 150, Kings County, New York",35559,1,NA
1876,0,"Census Tract 172, Kings County, New York",27963,11,NA
1877,0,"Census Tract 178, Kings County, New York",24583,22,NA
1878,0,"Census Tract 296, Kings County, New York",23568,37,NA
1879,0,"Census Tract 284, Kings County, New York",24918,31,NA
1880,0.08823529412,"Census Tract 288, Kings County, New York",22971,34,3
1881,0,"Census Tract 288, Kings County, New York",22971,34,NA
1882,0,"Census Tract 290, Kings County, New York",27388,33,NA
1883,0,"Census Tract 170, Kings County, New York",27213,7,NA
1884,0,"Census Tract 180, Kings County, New York",26205,12,NA
1885,0.04545454545,"Census Tract 178, Kings County, New York",24583,22,1
1886,0.1351351351,"Census Tract 278, Kings County, New York",26042,37,5
1887,0.03225806452,"Census Tract 284, Kings County, New York",24918,31,1
1888,0.1621621622,"Census Tract 296, Kings County, New York",23568,37,6
1889,0.08333333333,"Census Tract 180, Kings County, New York",26205,12,1
1890,0,"Census Tract 280, Kings County, New York",30848,14,NA
1891,0,"Census Tract 282, Kings County, New York",23559,11,NA
1892,0,"Census Tract 286, Kings County, New York",22532,8,NA
1893,0.125,"Census Tract 286, Kings County, New York",22532,8,1
1894,0,"Census Tract 292, Kings County, New York",24275,12,NA
1895,0,"Census Tract 174, Kings County, New York",38056,6,NA
1896,0,"Census Tract 176, Kings County, New York",28313,8,NA
1897,0.1428571429,"Census Tract 280, Kings County, New York",30848,14,2
1898,0,"Census Tract 294, Kings County, New York",16875,8,NA
1899,0.125,"Census Tract 176, Kings County, New York",28313,8,1
1900,0.125,"Census Tract 294, Kings County, New York",16875,8,1
1901,0,"Census Tract 304, Kings County, New York",22747,9,NA
1902,0,"Census Tract 460, Kings County, New York",25943,14,NA
1903,0.1428571429,"Census Tract 460, Kings County, New York",25943,14,2
1904,0,"Census Tract 462.01, Kings County, New York",20699,6,NA
1905,0,"Census Tract 456, Kings County, New York",20793,15,NA
1906,0.2666666667,"Census Tract 456, Kings County, New York",20793,15,4
1907,0,"Census Tract 450, Kings County, New York",26250,2,NA
1908,0,"Census Tract 454, Kings County, New York",26069,24,NA
1909,0.08333333333,"Census Tract 454, Kings County, New York",26069,24,2
1910,0,"Census Tract 448, Kings County, New York",27364,7,NA
1911,0,"Census Tract 452, Kings County, New York",42303,1,NA
1912,0,"Census Tract 446, Kings County, New York",23393,5,NA
1913,0,"Census Tract 436, Kings County, New York",21307,23,NA
1914,0.1304347826,"Census Tract 436, Kings County, New York",21307,23,3
1915,0,"Census Tract 434, Kings County, New York",26311,16,NA
1916,0,"Census Tract 440, Kings County, New York",24250,10,NA
1917,0,"Census Tract 444, Kings County, New York",33291,1,NA
1918,0,"Census Tract 430, Kings County, New York",17315,16,NA
1919,0.0625,"Census Tract 430, Kings County, New York",17315,16,1
1920,0,"Census Tract 432, Kings County, New York",22264,25,NA
1921,0.04,"Census Tract 432, Kings County, New York",22264,25,1
1922,0.0625,"Census Tract 434, Kings County, New York",26311,16,1
1923,0.1,"Census Tract 440, Kings County, New York",24250,10,1
1924,0,"Census Tract 442, Kings County, New York",35988,10,NA
1925,0.1,"Census Tract 442, Kings County, New York",35988,10,1
1926,0,"Census Tract 438, Kings County, New York",21012,9,NA
1927,0.1111111111,"Census Tract 438, Kings County, New York",21012,9,1
1928,0.1904761905,"Census Tract 420, Kings County, New York",27379,21,4
1929,0,"Census Tract 420, Kings County, New York",27379,21,NA
1930,0.07692307692,"Census Tract 428, Kings County, New York",28830,13,1
1931,0,"Census Tract 428, Kings County, New York",28830,13,NA
1932,0,"Census Tract 426, Kings County, New York",20625,15,NA
1933,0.1333333333,"Census Tract 424, Kings County, New York",26607,15,2
1934,0,"Census Tract 424, Kings County, New York",26607,15,NA
1935,0,"Census Tract 422, Kings County, New York",24129,26,NA
1936,0.1538461538,"Census Tract 422, Kings County, New York",24129,26,4
1937,0.3125,"Census Tract 404, Kings County, New York",26159,16,5
1938,0,"Census Tract 404, Kings County, New York",26159,16,NA
1939,0.06666666667,"Census Tract 426, Kings County, New York",20625,15,1
1940,0.16,"Census Tract 412, Kings County, New York",24383,25,4
1941,0,"Census Tract 412, Kings County, New York",24383,25,NA
1942,0.3333333333,"Census Tract 414.02, Kings County, New York",27332,3,1
1943,0,"Census Tract 414.02, Kings County, New York",27332,3,NA
1944,0,"Census Tract 418, Kings County, New York",23526,32,NA
1945,0.0625,"Census Tract 418, Kings County, New York",23526,32,2
1946,0,"Census Tract 406, Kings County, New York",21974,2,NA
1947,0,"Census Tract 408, Kings County, New York",28309,14,NA
1948,0.07142857143,"Census Tract 408, Kings County, New York",28309,14,1
1949,0.09090909091,"Census Tract 414.01, Kings County, New York",25815,11,1
1950,0,"Census Tract 414.01, Kings County, New York",25815,11,NA
1951,0,"Census Tract 528, Kings County, New York",37390,6,NA
1952,0,"Census Tract 530, Kings County, New York",22583,37,NA
1953,0.05405405405,"Census Tract 530, Kings County, New York",22583,37,2
1954,0,"Census Tract 532, Kings County, New York",30896,5,NA
1955,0,"Census Tract 762, Kings County, New York",22688,1,NA
1956,0,"Census Tract 534, Kings County, New York",20420,37,NA
1957,0.1081081081,"Census Tract 534, Kings County, New York",20420,37,4
1958,0.2,"Census Tract 532, Kings County, New York",30896,5,1
1959,0,"Census Tract 760, Kings County, New York",34244,2,NA
1960,0.06666666667,"Census Tract 768, Kings County, New York",25253,30,2
1961,0,"Census Tract 768, Kings County, New York",25253,30,NA
1962,0,"Census Tract 538, Kings County, New York",20510,42,NA
1963,0.119047619,"Census Tract 538, Kings County, New York",20510,42,5
1964,0,"Census Tract 542, Kings County, New York",24463,11,NA
1965,0.09090909091,"Census Tract 542, Kings County, New York",24463,11,1
1966,0,"Census Tract 544, Kings County, New York",20972,1,NA
1967,0,"Census Tract 546, Kings County, New York",24649,6,NA
1968,0.1666666667,"Census Tract 546, Kings County, New York",24649,6,1
1969,0,"Census Tract 642, Kings County, New York",33491,14,NA
1970,0,"Census Tract 554, Kings County, New York",34138,81,NA
1971,0.1234567901,"Census Tract 554, Kings County, New York",34138,81,10
1972,0,"Census Tract 552, Kings County, New York",29399,56,NA
1973,0.07142857143,"Census Tract 552, Kings County, New York",29399,56,4
1974,0,"Census Tract 550, Kings County, New York",30062,13,NA
1975,0.2307692308,"Census Tract 550, Kings County, New York",30062,13,3
1976,0,"Census Tract 564, Kings County, New York",46528,24,NA
1977,0,"Census Tract 556, Kings County, New York",34276,10,NA
1978,0,"Census Tract 562, Kings County, New York",39406,1,NA
1979,0.125,"Census Tract 564, Kings County, New York",46528,24,3
1980,0,"Census Tract 298, Kings County, New York",29241,18,NA
1981,0.1666666667,"Census Tract 298, Kings County, New York",29241,18,3
1982,0,"Census Tract 300, Kings County, New York",22618,25,NA
1983,0.04,"Census Tract 300, Kings County, New York",22618,25,1
1984,0,"Census Tract 302, Kings County, New York",24930,4,NA
1985,0,"Census Tract 306, Kings County, New York",24781,6,NA
1986,0.1666666667,"Census Tract 306, Kings County, New York",24781,6,1
1987,0,"Census Tract 314, Kings County, New York",31836,10,NA
1988,0.2,"Census Tract 314, Kings County, New York",31836,10,2
1989,0,"Census Tract 348, Kings County, New York",21437,40,NA
1990,0,"Census Tract 328, Kings County, New York",27240,10,NA
1991,0,"Census Tract 326, Kings County, New York",11815,27,NA
1992,0.07407407407,"Census Tract 326, Kings County, New York",11815,27,2
1993,0,"Census Tract 342, Kings County, New York",11720,18,NA
1994,0.05555555556,"Census Tract 342, Kings County, New York",11720,18,1
1995,0,"Census Tract 402, Kings County, New York",21595,29,NA
1996,0.05,"Census Tract 348, Kings County, New York",21437,40,2
1997,0,"Census Tract 352, Kings County, New York",10903,12,NA
1998,0,"Census Tract 416, Kings County, New York",16815,5,NA
1999,0,"Census Tract 400, Kings County, New York",22600,31,NA
2000,0.03225806452,"Census Tract 400, Kings County, New York",22600,31,1
2001,0,"Census Tract 396, Kings County, New York",35871,9,NA
2002,0,"Census Tract 394, Kings County, New York",21111,18,NA
2003,0.05555555556,"Census Tract 394, Kings County, New York",21111,18,1
2004,0.03448275862,"Census Tract 402, Kings County, New York",21595,29,1
2005,0.1142857143,"Census Tract 398, Kings County, New York",23077,35,4
2006,0,"Census Tract 398, Kings County, New York",23077,35,NA
2007,0,"Census Tract 392, Kings County, New York",22476,17,NA
2008,0.05882352941,"Census Tract 392, Kings County, New York",22476,17,1
2009,0,"Census Tract 386, Kings County, New York",25598,19,NA
2010,0,"Census Tract 388, Kings County, New York",36558,15,NA
2011,0,"Census Tract 390, Kings County, New York",28378,8,NA
2012,0,"Census Tract 382, Kings County, New York",12995,3,NA
2013,0.2,"Census Tract 388, Kings County, New York",36558,15,3
2014,0.125,"Census Tract 390, Kings County, New York",28378,8,1
2015,0,"Census Tract 374.02, Kings County, New York",21217,13,NA
2016,0,"Census Tract 374.01, Kings County, New York",27853,3,NA
2017,0,"Census Tract 370, Kings County, New York",33598,7,NA
2018,0,"Census Tract 308, Kings County, New York",24056,3,NA
2019,0.07692307692,"Census Tract 374.02, Kings County, New York",21217,13,1
2020,0.1428571429,"Census Tract 370, Kings County, New York",33598,7,1
2021,0,"Census Tract 354, Kings County, New York",27158,6,NA
2022,0,"Census Tract 366, Kings County, New York",18738,15,NA
2023,0.06666666667,"Census Tract 366, Kings County, New York",18738,15,1
2024,0,"Census Tract 350, Kings County, New York",17440,10,NA
2025,0.4,"Census Tract 350, Kings County, New York",17440,10,4
2026,0,"Census Tract 356.02, Kings County, New York",20368,6,NA
2027,0.1,"Census Tract 556, Kings County, New York",34276,10,1
2028,0,"Census Tract 566, Kings County, New York",36632,8,NA
2029,0,"Census Tract 582, Kings County, New York",31332,41,NA
2030,0.1463414634,"Census Tract 582, Kings County, New York",31332,41,6
2031,0,"Census Tract 580, Kings County, New York",21879,21,NA
2032,0.04761904762,"Census Tract 580, Kings County, New York",21879,21,1
2033,0,"Census Tract 578, Kings County, New York",22908,43,NA
2034,0.09302325581,"Census Tract 578, Kings County, New York",22908,43,4
2035,0,"Census Tract 576, Kings County, New York",35815,22,NA
2036,0.1818181818,"Census Tract 576, Kings County, New York",35815,22,4
2037,0,"Census Tract 574, Kings County, New York",30399,20,NA
2038,0,"Census Tract 568, Kings County, New York",39500,3,NA
2039,0.05,"Census Tract 574, Kings County, New York",30399,20,1
2040,0,"Census Tract 570, Kings County, New York",33005,24,NA
2041,0.04166666667,"Census Tract 570, Kings County, New York",33005,24,1
2042,0,"Census Tract 594.02, Kings County, New York",39808,30,NA
2043,0,"Census Tract 584, Kings County, New York",31632,13,NA
2044,0,"Census Tract 586, Kings County, New York",21550,5,NA
2045,0,"Census Tract 594.01, Kings County, New York",30204,33,NA
2046,0,"Census Tract 750, Kings County, New York",28287,9,NA
2047,0.07692307692,"Census Tract 584, Kings County, New York",31632,13,1
2048,0,"Census Tract 592, Kings County, New York",29909,17,NA
2049,0,"Census Tract 588, Kings County, New York",31414,23,NA
2050,0.06060606061,"Census Tract 594.01, Kings County, New York",30204,33,2
2051,0.1,"Census Tract 594.02, Kings County, New York",39808,30,3
2052,0,"Census Tract 626, Kings County, New York",27234,4,NA
2053,0.1304347826,"Census Tract 588, Kings County, New York",31414,23,3
2054,0,"Census Tract 590, Kings County, New York",24760,22,NA
2055,0,"Census Tract 774, Kings County, New York",35870,30,NA
2056,0.1176470588,"Census Tract 596, Kings County, New York",32806,17,2
2057,0,"Census Tract 596, Kings County, New York",32806,17,NA
2058,0.09090909091,"Census Tract 590, Kings County, New York",24760,22,2
2059,0,"Census Tract 600, Kings County, New York",31620,33,NA
2060,0,"Census Tract 606, Kings County, New York",23198,59,NA
2061,0.1186440678,"Census Tract 606, Kings County, New York",23198,59,7
2062,0.09090909091,"Census Tract 600, Kings County, New York",31620,33,3
2063,0,"Census Tract 598, Kings County, New York",31719,4,NA
2064,0.25,"Census Tract 598, Kings County, New York",31719,4,1
2065,0.06666666667,"Census Tract 774, Kings County, New York",35870,30,2
2066,0,"Census Tract 772, Kings County, New York",36098,1,NA
2067,0,"Census Tract 784, Kings County, New York",34103,4,NA
2068,0,"Census Tract 776, Kings County, New York",35250,7,NA
2069,0.1111111111,"Census Tract 750, Kings County, New York",28287,9,1
2070,0,"Census Tract 742, Kings County, New York",31082,12,NA
2071,0.08333333333,"Census Tract 742, Kings County, New York",31082,12,1
2072,0,"Census Tract 740, Kings County, New York",28984,19,NA
2073,0.1052631579,"Census Tract 740, Kings County, New York",28984,19,2
2074,0.5,"Census Tract 760, Kings County, New York",34244,2,1
2075,0,"Census Tract 748, Kings County, New York",45441,14,NA
2076,0.07142857143,"Census Tract 748, Kings County, New York",45441,14,1
2077,0,"Census Tract 738, Kings County, New York",31847,14,NA
2078,0,"Census Tract 758, Kings County, New York",33958,1,NA
2079,0,"Census Tract 746, Kings County, New York",32880,23,NA
2080,0.04347826087,"Census Tract 746, Kings County, New York",32880,23,1
2081,0,"Census Tract 644, Kings County, New York",36979,14,NA
2082,0.05882352941,"Census Tract 646, Kings County, New York",37500,17,1
2083,0,"Census Tract 646, Kings County, New York",37500,17,NA
2084,0,"Census Tract 722, Kings County, New York",30583,19,NA
2085,0.1428571429,"Census Tract 644, Kings County, New York",36979,14,2
2086,0,"Census Tract 656, Kings County, New York",33750,8,NA
2087,0.125,"Census Tract 656, Kings County, New York",33750,8,1
2088,0,"Census Tract 726, Kings County, New York",36656,3,NA
2089,0,"Census Tract 724, Kings County, New York",30536,9,NA
2090,0.05263157895,"Census Tract 722, Kings County, New York",30583,19,1
2091,0,"Census Tract 720, Kings County, New York",33042,18,NA
2092,0.1111111111,"Census Tract 720, Kings County, New York",33042,18,2
2093,0,"Census Tract 728, Kings County, New York",29957,9,NA
2094,0,"Census Tract 730, Kings County, New York",38667,7,NA
2095,0,"Census Tract 736, Kings County, New York",33167,16,NA
2096,0.0625,"Census Tract 736, Kings County, New York",33167,16,1
2097,0,"Census Tract 676, Kings County, New York",32319,11,NA
2098,0.3333333333,"Census Tract 678, Kings County, New York",35585,3,1
2099,0,"Census Tract 678, Kings County, New York",35585,3,NA
2100,0,"Census Tract 692, Kings County, New York",41580,7,NA
2101,0.1428571429,"Census Tract 692, Kings County, New York",41580,7,1
2102,0,"Census Tract 650, Kings County, New York",27083,35,NA
2103,0,"Census Tract 672, Kings County, New York",34183,16,NA
2104,0.04761904762,"Census Tract 680, Kings County, New York",32038,21,1
2105,0,"Census Tract 680, Kings County, New York",32038,21,NA
2106,0,"Census Tract 648, Kings County, New York",29911,2,NA
2107,0.1142857143,"Census Tract 650, Kings County, New York",27083,35,4
2108,0,"Census Tract 674, Kings County, New York",34000,21,NA
2109,0.0625,"Census Tract 672, Kings County, New York",34183,16,1
2110,0,"Census Tract 690, Kings County, New York",41571,23,NA
2111,0.08695652174,"Census Tract 690, Kings County, New York",41571,23,2
2112,0,"Census Tract 652, Kings County, New York",55078,23,NA
2113,0.1304347826,"Census Tract 652, Kings County, New York",55078,23,3
2114,0.04761904762,"Census Tract 674, Kings County, New York",34000,21,1
2115,0,"Census Tract 682, Kings County, New York",37823,19,NA
2116,0.1052631579,"Census Tract 682, Kings County, New York",37823,19,2
2117,0,"Census Tract 688, Kings County, New York",34554,13,NA
2118,0,"Census Tract 960, Kings County, New York",NA,28,NA
2119,0,"Census Tract 944.01, Kings County, New York",29530,9,NA
2120,0.2222222222,"Census Tract 962, Kings County, New York",33278,9,2
2121,0.2222222222,"Census Tract 944.01, Kings County, New York",29530,9,2
2122,0,"Census Tract 950, Kings County, New York",32750,19,NA
2123,0.05263157895,"Census Tract 950, Kings County, New York",32750,19,1
2124,0.1,"Census Tract 954, Kings County, New York",35743,10,1
2125,0,"Census Tract 954, Kings County, New York",35743,10,NA
2126,0,"Census Tract 958, Kings County, New York",28721,5,NA
2127,0.2,"Census Tract 958, Kings County, New York",28721,5,1
2128,0,"Census Tract 962, Kings County, New York",33278,9,NA
2129,0,"Census Tract 964, Kings County, New York",35233,7,NA
2130,0.1428571429,"Census Tract 964, Kings County, New York",35233,7,1
2131,0,"Census Tract 956, Kings County, New York",31861,14,NA
2132,0.07142857143,"Census Tract 956, Kings County, New York",31861,14,1
2133,0,"Census Tract 928, Kings County, New York",30322,4,NA
2134,0,"Census Tract 970, Kings County, New York",41175,4,NA
2135,0,"Census Tract 968, Kings County, New York",29250,21,NA
2136,0.09523809524,"Census Tract 968, Kings County, New York",29250,21,2
2137,0,"Census Tract 974, Kings County, New York",21702,20,NA
2138,0.15,"Census Tract 974, Kings County, New York",21702,20,3
2139,0,"Census Tract 966, Kings County, New York",31429,5,NA
2140,0,"Census Tract 988, Kings County, New York",34375,2,NA
2141,0.25,"Census Tract 986, Kings County, New York",30457,4,1
2142,0,"Census Tract 986, Kings County, New York",30457,4,NA
2143,0,"Census Tract 984, Kings County, New York",31761,4,NA
2144,0,"Census Tract 992, Kings County, New York",34542,3,NA
2145,0,"Census Tract 990, Kings County, New York",35685,8,NA
2146,0.125,"Census Tract 990, Kings County, New York",35685,8,1
2147,0,"Census Tract 1012, Kings County, New York",31728,3,NA
2148,0,"Census Tract 1008, Kings County, New York",34297,2,NA
2149,0,"Census Tract 1010, Kings County, New York",33364,11,NA
2150,0,"Census Tract 1022, Kings County, New York",32444,8,NA
2151,0.25,"Census Tract 1022, Kings County, New York",32444,8,2
2152,0,"Census Tract 1024, Kings County, New York",39297,4,NA
2153,0.25,"Census Tract 1024, Kings County, New York",39297,4,1
2154,0,"Census Tract 1028, Kings County, New York",38393,9,NA
2155,0.1111111111,"Census Tract 1028, Kings County, New York",38393,9,1
2156,0,"Census Tract 696.01, Kings County, New York",34421,9,NA
2157,0.2222222222,"Census Tract 696.01, Kings County, New York",34421,9,2
2158,0,"Census Tract 696.02, Kings County, New York",40552,10,NA
2159,0.1,"Census Tract 696.02, Kings County, New York",40552,10,1
2160,0.1538461538,"Census Tract 688, Kings County, New York",34554,13,2
2161,0,"Census Tract 686, Kings County, New York",30218,2,NA
2162,0,"Census Tract 698, Kings County, New York",35448,23,NA
2163,1,"Census Tract 706, Kings County, New York",36970,1,1
2164,0.08695652174,"Census Tract 698, Kings County, New York",35448,23,2
2165,0,"Census Tract 702.01, Kings County, New York",36791,1,NA
2166,0.3333333333,"Census Tract 658, Kings County, New York",36477,6,2
2167,0,"Census Tract 654, Kings County, New York",30938,2,NA
2168,0,"Census Tract 670, Kings County, New York",41563,13,NA
2169,0,"Census Tract 658, Kings County, New York",36477,6,NA
2170,0,"Census Tract 662, Kings County, New York",35352,27,NA
2171,0,"Census Tract 660, Kings County, New York",42857,1,NA
2172,0,"Census Tract 362, Kings County, New York",21890,79,NA
2173,0.07692307692,"Census Tract 670, Kings County, New York",41563,13,1
