,prop_vac,NAME,estimate,numb_biz,n_vac
1096,0,"Census Tract 94, Kings County, New York",17293,17,NA
1097,0.08,"Census Tract 80, Kings County, New York",23158,25,2
1098,0.03333333333,"Census Tract 96, Kings County, New York",20984,30,1
1099,0.1764705882,"Census Tract 94, Kings County, New York",17293,17,3
1100,0,"Census Tract 20, Kings County, New York",26229,28,NA
1101,0,"Census Tract 78, Kings County, New York",20250,42,NA
1102,0,"Census Tract 98, Kings County, New York",17567,28,NA
1103,0.1785714286,"Census Tract 98, Kings County, New York",17567,28,5
1104,0,"Census Tract 108, Kings County, New York",16194,37,NA
1105,0.08108108108,"Census Tract 108, Kings County, New York",16194,37,3
1106,0.09523809524,"Census Tract 78, Kings County, New York",20250,42,4
1107,0.03571428571,"Census Tract 20, Kings County, New York",26229,28,1
1108,0,"Census Tract 76, Kings County, New York",21204,33,NA
1109,0.09090909091,"Census Tract 76, Kings County, New York",21204,33,3
1110,0,"Census Tract 100, Kings County, New York",16928,36,NA
1111,0.1944444444,"Census Tract 100, Kings County, New York",16928,36,7
1112,0,"Census Tract 106, Kings County, New York",16627,64,NA
1113,0.140625,"Census Tract 106, Kings County, New York",16627,64,9
1114,0,"Census Tract 22, Kings County, New York",16978,31,NA
1115,0,"Census Tract 74, Kings County, New York",18141,43,NA
1116,0,"Census Tract 102, Kings County, New York",20392,27,NA
1117,0.1111111111,"Census Tract 102, Kings County, New York",20392,27,3
1118,0,"Census Tract 104, Kings County, New York",16974,69,NA
1119,0.09677419355,"Census Tract 22, Kings County, New York",16978,31,3
1120,0.06976744186,"Census Tract 74, Kings County, New York",18141,43,3
1121,0.1304347826,"Census Tract 104, Kings County, New York",16974,69,9
1122,0,"Census Tract 169, Kings County, New York",47188,27,NA
1123,0.1111111111,"Census Tract 169, Kings County, New York",47188,27,3
1124,0,"Census Tract 171, Kings County, New York",54850,9,NA
1125,0,"Census Tract 149, Kings County, New York",55268,38,NA
1126,0,"Census Tract 147, Kings County, New York",41719,1,NA
1127,0,"Census Tract 1502, Kings County, New York",43295,6,NA
1128,0,"Census Tract 90, Kings County, New York",17389,30,NA
1129,0.06666666667,"Census Tract 90, Kings County, New York",17389,30,2
1130,0,"Census Tract 88, Kings County, New York",32948,12,NA
1131,0,"Census Tract 129.01, Kings County, New York",62837,25,NA
1132,0.28,"Census Tract 129.01, Kings County, New York",62837,25,7
1133,0,"Census Tract 129.02, Kings County, New York",52270,16,NA
1134,0.125,"Census Tract 129.02, Kings County, New York",52270,16,2
1135,0,"Census Tract 161, Kings County, New York",57426,29,NA
1136,0.1724137931,"Census Tract 161, Kings County, New York",57426,29,5
1137,0,"Census Tract 131, Kings County, New York",63851,39,NA
1138,0.1794871795,"Census Tract 131, Kings County, New York",63851,39,7
1139,0,"Census Tract 159, Kings County, New York",76597,38,NA
1140,0.1842105263,"Census Tract 159, Kings County, New York",76597,38,7
1141,0,"Census Tract 133, Kings County, New York",85772,40,NA
1142,0.125,"Census Tract 133, Kings County, New York",85772,40,5
1143,0,"Census Tract 157, Kings County, New York",79221,57,NA
1144,0.1578947368,"Census Tract 157, Kings County, New York",79221,57,9
1145,0,"Census Tract 135, Kings County, New York",73917,29,NA
1146,0,"Census Tract 155, Kings County, New York",64500,21,NA
1147,0.2857142857,"Census Tract 155, Kings County, New York",64500,21,6
1148,0.1034482759,"Census Tract 135, Kings County, New York",73917,29,3
1149,0,"Census Tract 137, Kings County, New York",52571,41,NA
1150,0.0487804878,"Census Tract 137, Kings County, New York",52571,41,2
1151,0,"Census Tract 153, Kings County, New York",68304,22,NA
1152,0,"Census Tract 121, Kings County, New York",48466,32,NA
1153,0.09375,"Census Tract 121, Kings County, New York",48466,32,3
1154,0.04545454545,"Census Tract 153, Kings County, New York",68304,22,1
1155,0.08333333333,"Census Tract 139, Kings County, New York",58243,48,4
1156,0,"Census Tract 139, Kings County, New York",58243,48,NA
1157,0,"Census Tract 151, Kings County, New York",59918,23,NA
1158,0.04347826087,"Census Tract 151, Kings County, New York",59918,23,1
1159,0,"Census Tract 117, Kings County, New York",44420,51,NA
1160,0.1960784314,"Census Tract 117, Kings County, New York",44420,51,10
1161,0,"Census Tract 141, Kings County, New York",51793,40,NA
1162,0.15,"Census Tract 141, Kings County, New York",51793,40,6
1163,0,"Census Tract 165, Kings County, New York",81786,2,NA
1164,0,"Census Tract 167, Kings County, New York",71090,8,NA
1165,0.125,"Census Tract 167, Kings County, New York",71090,8,1
1166,0.1842105263,"Census Tract 149, Kings County, New York",55268,38,7
1167,0,"Census Tract 177, Kings County, New York",NA,3,NA
1168,0.3,"Census Tract 203, Kings County, New York",48846,10,3
1169,0,"Census Tract 203, Kings County, New York",48846,10,NA
1170,0,"Census Tract 305, Kings County, New York",39027,22,NA
1171,0.1363636364,"Census Tract 305, Kings County, New York",39027,22,3
1172,0,"Census Tract 163, Kings County, New York",56475,17,NA
1173,0.1764705882,"Census Tract 163, Kings County, New York",56475,17,3
1174,0,"Census Tract 205, Kings County, New York",50994,14,NA
1175,0,"Census Tract 221, Kings County, New York",32302,9,NA
1176,0.1428571429,"Census Tract 205, Kings County, New York",50994,14,2
1177,0,"Census Tract 207, Kings County, New York",57288,5,NA
1178,0,"Census Tract 215, Kings County, New York",46033,8,NA
1179,0,"Census Tract 217, Kings County, New York",36006,18,NA
1180,0,"Census Tract 317.01, Kings County, New York",36367,28,NA
1181,0.05555555556,"Census Tract 217, Kings County, New York",36006,18,1
1182,0,"Census Tract 213, Kings County, New York",32134,14,NA
1183,0.07142857143,"Census Tract 213, Kings County, New York",32134,14,1
1184,0,"Census Tract 327, Kings County, New York",33575,22,NA
1185,0.1111111111,"Census Tract 221, Kings County, New York",32302,9,1
1186,0,"Census Tract 315, Kings County, New York",35966,28,NA
1187,0,"Census Tract 313, Kings County, New York",28015,5,NA
1188,0.2,"Census Tract 313, Kings County, New York",28015,5,1
1189,0,"Census Tract 311, Kings County, New York",22692,10,NA
1190,0.1071428571,"Census Tract 315, Kings County, New York",35966,28,3
1191,0.1428571429,"Census Tract 317.01, Kings County, New York",36367,28,4
1192,0.1666666667,"Census Tract 343, Kings County, New York",17304,6,1
1193,0,"Census Tract 343, Kings County, New York",17304,6,NA
1194,0.2222222222,"Census Tract 219, Kings County, New York",32333,27,6
1195,0,"Census Tract 219, Kings County, New York",32333,27,NA
1196,0,"Census Tract 341, Kings County, New York",27298,2,NA
1197,0,"Census Tract 317.02, Kings County, New York",38351,17,NA
1198,0,"Census Tract 339, Kings County, New York",22800,23,NA
1199,0.05882352941,"Census Tract 317.02, Kings County, New York",38351,17,1
1200,0,"Census Tract 337, Kings County, New York",37087,6,NA
1201,0,"Census Tract 325, Kings County, New York",28493,11,NA
1202,0,"Census Tract 321, Kings County, New York",25852,23,NA
1203,0,"Census Tract 319, Kings County, New York",26237,13,NA
1204,0.1666666667,"Census Tract 337, Kings County, New York",37087,6,1
1205,0.2173913043,"Census Tract 321, Kings County, New York",25852,23,5
1206,0,"Census Tract 335, Kings County, New York",23918,3,NA
1207,0.09090909091,"Census Tract 325, Kings County, New York",28493,11,1
1208,0,"Census Tract 323, Kings County, New York",35208,23,NA
1209,0,"Census Tract 333, Kings County, New York",22207,13,NA
1210,0.07692307692,"Census Tract 319, Kings County, New York",26237,13,1
1211,0.07692307692,"Census Tract 333, Kings County, New York",22207,13,1
1212,0.09090909091,"Census Tract 327, Kings County, New York",33575,22,2
1213,0.08695652174,"Census Tract 323, Kings County, New York",35208,23,2
1214,0,"Census Tract 331, Kings County, New York",21986,12,NA
1215,0,"Census Tract 329, Kings County, New York",25565,22,NA
1216,0.2272727273,"Census Tract 329, Kings County, New York",25565,22,5
1217,0,"Census Tract 800, Kings County, New York",32686,19,NA
1218,0,"Census Tract 309, Kings County, New York",25272,8,NA
1219,0,"Census Tract 307, Kings County, New York",18112,7,NA
1220,0,"Census Tract 345, Kings County, New York",25693,20,NA
1221,0.15,"Census Tract 345, Kings County, New York",25693,20,3
1222,0,"Census Tract 347, Kings County, New York",23801,6,NA
1223,0,"Census Tract 359, Kings County, New York",20986,12,NA
1224,0,"Census Tract 363, Kings County, New York",25375,13,NA
1225,0.1666666667,"Census Tract 347, Kings County, New York",23801,6,1
1226,0.1,"Census Tract 353, Kings County, New York",31061,10,1
1227,0,"Census Tract 353, Kings County, New York",31061,10,NA
1228,0,"Census Tract 351, Kings County, New York",21379,53,NA
1229,0,"Census Tract 349, Kings County, New York",22470,22,NA
1230,0.09090909091,"Census Tract 349, Kings County, New York",22470,22,2
1231,0,"Census Tract 357, Kings County, New York",19928,2,NA
1232,0.5,"Census Tract 357, Kings County, New York",19928,2,1
1233,0.04347826087,"Census Tract 339, Kings County, New York",22800,23,1
1234,0.1698113208,"Census Tract 351, Kings County, New York",21379,53,9
1235,0.3333333333,"Census Tract 335, Kings County, New York",23918,3,1
1236,0,"Census Tract 355, Kings County, New York",24167,24,NA
1237,0.04166666667,"Census Tract 355, Kings County, New York",24167,24,1
1238,0,"Census Tract 874.01, Kings County, New York",20600,2,NA
1239,0,"Census Tract 876, Kings County, New York",24683,5,NA
1240,0,"Census Tract 880, Kings County, New York",32811,19,NA
1241,0.1052631579,"Census Tract 880, Kings County, New York",32811,19,2
1242,0,"Census Tract 303, Kings County, New York",21599,16,NA
1243,0,"Census Tract 365.01, Kings County, New York",29176,2,NA
1244,0,"Census Tract 365.02, Kings County, New York",22454,6,NA
1245,0.125,"Census Tract 303, Kings County, New York",21599,16,2
1246,0.1666666667,"Census Tract 365.02, Kings County, New York",22454,6,1
1247,0.1538461538,"Census Tract 363, Kings County, New York",25375,13,2
1248,0,"Census Tract 361, Kings County, New York",21066,14,NA
1249,0.07142857143,"Census Tract 361, Kings County, New York",21066,14,1
1250,0,"Census Tract 397, Kings County, New York",26014,21,NA
1251,0,"Census Tract 375, Kings County, New York",27853,11,NA
1252,0.1818181818,"Census Tract 375, Kings County, New York",27853,11,2
1253,0,"Census Tract 377, Kings County, New York",31188,10,NA
1254,0,"Census Tract 373, Kings County, New York",24176,12,NA
1255,0.08333333333,"Census Tract 373, Kings County, New York",24176,12,1
1256,0.1,"Census Tract 377, Kings County, New York",31188,10,1
1257,0,"Census Tract 379, Kings County, New York",26209,8,NA
1258,0,"Census Tract 371, Kings County, New York",33920,3,NA
1259,0.08695652174,"Census Tract 369, Kings County, New York",24472,23,2
1260,0,"Census Tract 369, Kings County, New York",24472,23,NA
1261,0.125,"Census Tract 379, Kings County, New York",26209,8,1
1262,0,"Census Tract 381, Kings County, New York",23684,10,NA
1263,0.3333333333,"Census Tract 371, Kings County, New York",33920,3,1
1264,0,"Census Tract 301, Kings County, New York",28710,15,NA
1265,0,"Census Tract 367, Kings County, New York",22500,5,NA
1266,0.4,"Census Tract 367, Kings County, New York",22500,5,2
1267,0.25,"Census Tract 285.01, Kings County, New York",29856,12,3
1268,0,"Census Tract 285.01, Kings County, New York",29856,12,NA
1269,0,"Census Tract 287, Kings County, New York",19936,10,NA
1270,0,"Census Tract 283, Kings County, New York",18399,11,NA
1271,0.2727272727,"Census Tract 283, Kings County, New York",18399,11,3
1272,0,"Census Tract 289, Kings County, New York",27087,20,NA
1273,0.1,"Census Tract 289, Kings County, New York",27087,20,2
1274,0,"Census Tract 281, Kings County, New York",19322,28,NA
1275,0.1428571429,"Census Tract 281, Kings County, New York",19322,28,4
1276,0,"Census Tract 279, Kings County, New York",31644,13,NA
1277,0,"Census Tract 291, Kings County, New York",29583,8,NA
1278,0,"Census Tract 387, Kings County, New York",32663,14,NA
1279,0.1428571429,"Census Tract 387, Kings County, New York",32663,14,2
1280,0.1538461538,"Census Tract 279, Kings County, New York",31644,13,2
1281,0,"Census Tract 277, Kings County, New York",27500,12,NA
1282,0,"Census Tract 293, Kings County, New York",23787,3,NA
1283,0.125,"Census Tract 385, Kings County, New York",32959,8,1
1284,0,"Census Tract 385, Kings County, New York",32959,8,NA
1285,0,"Census Tract 295, Kings County, New York",35558,15,NA
1286,0,"Census Tract 275, Kings County, New York",39592,19,NA
1287,0.2105263158,"Census Tract 275, Kings County, New York",39592,19,4
1288,0,"Census Tract 383, Kings County, New York",35417,11,NA
1289,0.06666666667,"Census Tract 295, Kings County, New York",35558,15,1
1290,0,"Census Tract 273, Kings County, New York",26997,18,NA
1291,0.2222222222,"Census Tract 273, Kings County, New York",26997,18,4
1292,0,"Census Tract 297, Kings County, New York",36002,7,NA
1293,0.2857142857,"Census Tract 297, Kings County, New York",36002,7,2
1294,0,"Census Tract 271, Kings County, New York",31102,22,NA
1295,0.1818181818,"Census Tract 271, Kings County, New York",31102,22,4
1296,0,"Census Tract 299, Kings County, New York",21497,4,NA
1297,0,"Census Tract 1237, Kings County, New York",20761,32,NA
1298,0.09375,"Census Tract 1237, Kings County, New York",20761,32,3
1299,0,"Census Tract 257, Kings County, New York",22083,20,NA
1300,0.1,"Census Tract 257, Kings County, New York",22083,20,2
1301,0,"Census Tract 241, Kings County, New York",33538,14,NA
1302,0.2142857143,"Census Tract 241, Kings County, New York",33538,14,3
1303,0,"Census Tract 259.01, Kings County, New York",27906,12,NA
1304,0.1666666667,"Census Tract 259.01, Kings County, New York",27906,12,2
1305,0,"Census Tract 253, Kings County, New York",27488,6,NA
1306,0.1666666667,"Census Tract 253, Kings County, New York",27488,6,1
1307,0.25,"Census Tract 261, Kings County, New York",27551,12,3
1308,0,"Census Tract 261, Kings County, New York",27551,12,NA
1309,0,"Census Tract 243, Kings County, New York",30928,11,NA
1310,0.1818181818,"Census Tract 243, Kings County, New York",30928,11,2
1311,0,"Census Tract 251, Kings County, New York",16803,5,NA
1312,0,"Census Tract 263, Kings County, New York",21484,3,NA
1313,0.3333333333,"Census Tract 263, Kings County, New York",21484,3,1
1314,0.2,"Census Tract 265, Kings County, New York",32845,15,3
1315,0,"Census Tract 265, Kings County, New York",32845,15,NA
1316,0.1666666667,"Census Tract 277, Kings County, New York",27500,12,2
1317,0,"Census Tract 245, Kings County, New York",36803,31,NA
1318,0,"Census Tract 249, Kings County, New York",36875,15,NA
1319,0.2258064516,"Census Tract 245, Kings County, New York",36803,31,7
1320,0,"Census Tract 267, Kings County, New York",30948,4,NA
1321,0,"Census Tract 269, Kings County, New York",32066,19,NA
1322,0.2,"Census Tract 249, Kings County, New York",36875,15,3
1323,0.2105263158,"Census Tract 269, Kings County, New York",32066,19,4
1324,0.1403508772,"Census Tract 247, Kings County, New York",24234,57,8
1325,0,"Census Tract 247, Kings County, New York",24234,57,NA
1326,0,"Census Tract 211, Kings County, New York",32219,16,NA
1327,0,"Census Tract 543, Kings County, New York",65417,15,NA
1328,0.2,"Census Tract 543, Kings County, New York",65417,15,3
1329,0,"Census Tract 191, Kings County, New York",39505,29,NA
1330,0,"Census Tract 187, Kings County, New York",40088,5,NA
1331,0.1034482759,"Census Tract 191, Kings County, New York",39505,29,3
1332,0,"Census Tract 195, Kings County, New York",40376,14,NA
1333,0.1428571429,"Census Tract 195, Kings County, New York",40376,14,2
1334,0,"Census Tract 193, Kings County, New York",31163,17,NA
1335,0.1176470588,"Census Tract 193, Kings County, New York",31163,17,2
1336,0,"Census Tract 235, Kings County, New York",30391,16,NA
1337,0.125,"Census Tract 235, Kings County, New York",30391,16,2
1338,0,"Census Tract 197, Kings County, New York",55991,6,NA
